region_from,region_to,SC,module_from,overlapping_from,module_to,overlapping_to
rh_R_PoI2,rh_R_IFJa,0.0,Somatomotor + insula and post. temporal,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PeEc,rh_R_IFJa,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_A5,rh_R_IFJa,0.0,Insula and post. temporal + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PHA1,rh_R_IFJa,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PFm,rh_R_IFJa,6.217533526,Fronto-parietal + somatomotor,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PGs,rh_R_IFJa,5.163781958,Visual + fronto-parietal,Overlapping,Fronto-parietal,Non-overlapping
rh_R_A4,rh_R_IFJa,0.0,Insula and post. temporal + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_RSC,rh_R_IFJp,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_POS2,rh_R_IFJp,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_8BM,rh_R_IFJp,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Fronto-parietal,Non-overlapping
rh_R_9m,rh_R_IFJp,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PoI2,rh_R_IFJp,0.0,Somatomotor + insula and post. temporal,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PeEc,rh_R_IFJp,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_A5,rh_R_IFJp,0.0,Insula and post. temporal + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PHA1,rh_R_IFJp,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PFm,rh_R_IFJp,0.0,Fronto-parietal + somatomotor,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PGs,rh_R_IFJp,0.0,Visual + fronto-parietal,Overlapping,Fronto-parietal,Non-overlapping
rh_R_A4,rh_R_IFJp,0.0,Insula and post. temporal + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_RSC,rh_R_IFSa,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_POS2,rh_R_IFSa,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_8BM,rh_R_IFSa,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Fronto-parietal,Non-overlapping
rh_R_9m,rh_R_IFSa,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PoI2,rh_R_IFSa,0.0,Somatomotor + insula and post. temporal,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PeEc,rh_R_IFSa,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_A5,rh_R_IFSa,0.0,Insula and post. temporal + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PHA1,rh_R_IFSa,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PFm,rh_R_IFSa,6.550310993,Fronto-parietal + somatomotor,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PGs,rh_R_IFSa,5.039785605,Visual + fronto-parietal,Overlapping,Fronto-parietal,Non-overlapping
rh_R_A4,rh_R_IFSa,0.0,Insula and post. temporal + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_RSC,rh_R_IFSp,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_POS2,rh_R_IFSp,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_8BM,rh_R_IFSp,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Fronto-parietal,Non-overlapping
rh_R_9m,rh_R_IFSp,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PoI2,rh_R_IFSp,0.0,Somatomotor + insula and post. temporal,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PeEc,rh_R_IFSp,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_A5,rh_R_IFSp,0.0,Insula and post. temporal + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PHA1,rh_R_IFSp,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PFm,rh_R_IFSp,6.880716727,Fronto-parietal + somatomotor,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PGs,rh_R_IFSp,5.745596541,Visual + fronto-parietal,Overlapping,Fronto-parietal,Non-overlapping
rh_R_A4,rh_R_IFSp,0.0,Insula and post. temporal + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_RSC,rh_R_PGi,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_POS2,rh_R_PGi,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_8BM,rh_R_PGi,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Fronto-parietal,Non-overlapping
rh_R_9m,rh_R_PGi,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PoI2,rh_R_PGi,0.0,Somatomotor + insula and post. temporal,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PeEc,rh_R_PGi,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_A5,rh_R_PGi,5.148184732,Insula and post. temporal + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PHA1,rh_R_PGi,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PFm,rh_R_PGi,8.994658767,Fronto-parietal + somatomotor,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PGs,rh_R_PGi,9.187859611,Visual + fronto-parietal,Overlapping,Fronto-parietal,Non-overlapping
rh_R_A4,rh_R_PGi,4.799046525,Insula and post. temporal + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_RSC,rh_R_PHT,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_POS2,rh_R_PHT,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_8BM,rh_R_PHT,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Fronto-parietal,Non-overlapping
rh_R_9m,rh_R_PHT,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PoI2,rh_R_PHT,0.0,Somatomotor + insula and post. temporal,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PeEc,rh_R_PHT,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_A5,rh_R_PHT,0.0,Insula and post. temporal + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PHA1,rh_R_PHT,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PFm,rh_R_PHT,8.064049735,Fronto-parietal + somatomotor,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PGs,rh_R_PHT,7.809904493,Visual + fronto-parietal,Overlapping,Fronto-parietal,Non-overlapping
rh_R_A4,rh_R_PHT,0.0,Insula and post. temporal + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_RSC,rh_R_TE1p,3.612683887,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_POS2,rh_R_TE1p,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_8BM,rh_R_TE1p,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Fronto-parietal,Non-overlapping
rh_R_9m,rh_R_TE1p,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PoI2,rh_R_TE1p,0.0,Somatomotor + insula and post. temporal,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PeEc,rh_R_TE1p,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_A5,rh_R_TE1p,5.10113045,Insula and post. temporal + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PHA1,rh_R_TE1p,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PFm,rh_R_TE1p,8.006313105,Fronto-parietal + somatomotor,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PGs,rh_R_TE1p,7.211923236,Visual + fronto-parietal,Overlapping,Fronto-parietal,Non-overlapping
rh_R_A4,rh_R_TE1p,4.927079575,Insula and post. temporal + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_RSC,rh_R_TE2a,3.231553273,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_POS2,rh_R_TE2a,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_8BM,rh_R_TE2a,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Fronto-parietal,Non-overlapping
rh_R_9m,rh_R_TE2a,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PoI2,rh_R_TE2a,0.0,Somatomotor + insula and post. temporal,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PeEc,rh_R_TE2a,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_A5,rh_R_TE2a,3.926961629,Insula and post. temporal + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PHA1,rh_R_TE2a,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PFm,rh_R_TE2a,6.386125052,Fronto-parietal + somatomotor,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PGs,rh_R_TE2a,5.949585998,Visual + fronto-parietal,Overlapping,Fronto-parietal,Non-overlapping
rh_R_A4,rh_R_TE2a,3.775181442,Insula and post. temporal + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_RSC,rh_R_TE2p,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_POS2,rh_R_TE2p,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_8BM,rh_R_TE2p,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Fronto-parietal,Non-overlapping
rh_R_9m,rh_R_TE2p,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PoI2,rh_R_TE2p,0.0,Somatomotor + insula and post. temporal,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PeEc,rh_R_TE2p,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_A5,rh_R_TE2p,0.0,Insula and post. temporal + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PHA1,rh_R_TE2p,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PFm,rh_R_TE2p,0.0,Fronto-parietal + somatomotor,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PGs,rh_R_TE2p,5.787304044,Visual + fronto-parietal,Overlapping,Fronto-parietal,Non-overlapping
rh_R_A4,rh_R_TE2p,0.0,Insula and post. temporal + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_RSC,rh_R_TPOJ2,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_POS2,rh_R_TPOJ2,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_8BM,rh_R_TPOJ2,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Fronto-parietal,Non-overlapping
rh_R_9m,rh_R_TPOJ2,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PoI2,rh_R_TPOJ2,0.0,Somatomotor + insula and post. temporal,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PeEc,rh_R_TPOJ2,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_A5,rh_R_TPOJ2,0.0,Insula and post. temporal + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PHA1,rh_R_TPOJ2,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PFm,rh_R_TPOJ2,8.132461432,Fronto-parietal + somatomotor,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PGs,rh_R_TPOJ2,8.334523116,Visual + fronto-parietal,Overlapping,Fronto-parietal,Non-overlapping
rh_R_A4,rh_R_TPOJ2,0.0,Insula and post. temporal + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_RSC,rh_R_a9-46v,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_POS2,rh_R_a9-46v,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_8BM,rh_R_a9-46v,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Fronto-parietal,Non-overlapping
rh_R_9m,rh_R_a9-46v,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PoI2,rh_R_a9-46v,0.0,Somatomotor + insula and post. temporal,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PeEc,rh_R_a9-46v,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_A5,rh_R_a9-46v,0.0,Insula and post. temporal + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PHA1,rh_R_a9-46v,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PFm,rh_R_a9-46v,6.121905957,Fronto-parietal + somatomotor,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PGs,rh_R_a9-46v,5.250433709,Visual + fronto-parietal,Overlapping,Fronto-parietal,Non-overlapping
rh_R_A4,rh_R_a9-46v,0.0,Insula and post. temporal + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_RSC,rh_R_p47r,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_POS2,rh_R_p47r,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_8BM,rh_R_p47r,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Fronto-parietal,Non-overlapping
rh_R_9m,rh_R_p47r,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PoI2,rh_R_p47r,0.0,Somatomotor + insula and post. temporal,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PeEc,rh_R_p47r,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_A5,rh_R_p47r,0.0,Insula and post. temporal + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PHA1,rh_R_p47r,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PFm,rh_R_p47r,6.146531387,Fronto-parietal + somatomotor,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PGs,rh_R_p47r,0.0,Visual + fronto-parietal,Overlapping,Fronto-parietal,Non-overlapping
rh_R_A4,rh_R_p47r,0.0,Insula and post. temporal + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_RSC,rh_R_p9-46v,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_POS2,rh_R_p9-46v,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_8BM,rh_R_p9-46v,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Fronto-parietal,Non-overlapping
rh_R_9m,rh_R_p9-46v,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PoI2,rh_R_p9-46v,0.0,Somatomotor + insula and post. temporal,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PeEc,rh_R_p9-46v,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_A5,rh_R_p9-46v,0.0,Insula and post. temporal + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PHA1,rh_R_p9-46v,0.0,Cingulate and adj. cortex + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PFm,rh_R_p9-46v,6.846040987,Fronto-parietal + somatomotor,Overlapping,Fronto-parietal,Non-overlapping
rh_R_PGs,rh_R_p9-46v,6.104710039,Visual + fronto-parietal,Overlapping,Fronto-parietal,Non-overlapping
rh_R_A4,rh_R_p9-46v,0.0,Insula and post. temporal + visual,Overlapping,Fronto-parietal,Non-overlapping
rh_R_RSC,rh_R_1,5.256607472,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_POS2,rh_R_1,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_8BM,rh_R_1,2.596733205,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_9m,rh_R_1,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_PoI2,rh_R_1,7.028157799,Somatomotor + insula and post. temporal,Overlapping,Somatomotor,Non-overlapping
rh_R_PeEc,rh_R_1,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_A5,rh_R_1,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PHA1,rh_R_1,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PFm,rh_R_1,6.512898687,Fronto-parietal + somatomotor,Overlapping,Somatomotor,Non-overlapping
rh_R_PGs,rh_R_1,6.317393596,Visual + fronto-parietal,Overlapping,Somatomotor,Non-overlapping
rh_R_A4,rh_R_1,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_RSC,rh_R_2,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_POS2,rh_R_2,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_8BM,rh_R_2,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_9m,rh_R_2,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_PoI2,rh_R_2,5.538676107,Somatomotor + insula and post. temporal,Overlapping,Somatomotor,Non-overlapping
rh_R_PeEc,rh_R_2,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_A5,rh_R_2,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PHA1,rh_R_2,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PFm,rh_R_2,0.0,Fronto-parietal + somatomotor,Overlapping,Somatomotor,Non-overlapping
rh_R_PGs,rh_R_2,5.813986193,Visual + fronto-parietal,Overlapping,Somatomotor,Non-overlapping
rh_R_A4,rh_R_2,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_RSC,rh_R_3a,3.675844335,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_POS2,rh_R_3a,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_8BM,rh_R_3a,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_9m,rh_R_3a,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_PoI2,rh_R_3a,4.651514693,Somatomotor + insula and post. temporal,Overlapping,Somatomotor,Non-overlapping
rh_R_PeEc,rh_R_3a,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_A5,rh_R_3a,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PHA1,rh_R_3a,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PFm,rh_R_3a,4.99594603,Fronto-parietal + somatomotor,Overlapping,Somatomotor,Non-overlapping
rh_R_PGs,rh_R_3a,4.082631756,Visual + fronto-parietal,Overlapping,Somatomotor,Non-overlapping
rh_R_A4,rh_R_3a,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_RSC,rh_R_3b,5.519532709,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_POS2,rh_R_3b,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_8BM,rh_R_3b,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_9m,rh_R_3b,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_PoI2,rh_R_3b,5.975048608,Somatomotor + insula and post. temporal,Overlapping,Somatomotor,Non-overlapping
rh_R_PeEc,rh_R_3b,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_A5,rh_R_3b,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PHA1,rh_R_3b,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PFm,rh_R_3b,5.546867617,Fronto-parietal + somatomotor,Overlapping,Somatomotor,Non-overlapping
rh_R_PGs,rh_R_3b,5.017980937,Visual + fronto-parietal,Overlapping,Somatomotor,Non-overlapping
rh_R_A4,rh_R_3b,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_RSC,rh_R_4,7.59378683,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_POS2,rh_R_4,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_8BM,rh_R_4,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_9m,rh_R_4,2.99119966,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_PoI2,rh_R_4,6.292337916,Somatomotor + insula and post. temporal,Overlapping,Somatomotor,Non-overlapping
rh_R_PeEc,rh_R_4,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_A5,rh_R_4,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PHA1,rh_R_4,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PFm,rh_R_4,6.876631991,Fronto-parietal + somatomotor,Overlapping,Somatomotor,Non-overlapping
rh_R_PGs,rh_R_4,6.343955649,Visual + fronto-parietal,Overlapping,Somatomotor,Non-overlapping
rh_R_A4,rh_R_4,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_RSC,rh_R_43,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_POS2,rh_R_43,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_8BM,rh_R_43,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_9m,rh_R_43,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_PoI2,rh_R_43,7.184310538,Somatomotor + insula and post. temporal,Overlapping,Somatomotor,Non-overlapping
rh_R_PeEc,rh_R_43,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_A5,rh_R_43,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PHA1,rh_R_43,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PFm,rh_R_43,6.668530671,Fronto-parietal + somatomotor,Overlapping,Somatomotor,Non-overlapping
rh_R_PGs,rh_R_43,0.0,Visual + fronto-parietal,Overlapping,Somatomotor,Non-overlapping
rh_R_A4,rh_R_43,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_RSC,rh_R_55b,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_POS2,rh_R_55b,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
